region,price,year,manufacturer,model,cylinders,fuel,odometer
parkersburg-marietta,9995,2012.0,hyundai,elantra,4 cylinders,gas,
parkersburg-marietta,8995,2011.0,kia,sportage,4 cylinders,gas,
parkersburg-marietta,5500,1991.0,ford,mustang,8 cylinders,gas,103000.0
parkersburg-marietta,3750,2007.0,toyota,corolla,4 cylinders,gas,183075.0
parkersburg-marietta,34990,2017.0,toyota,tacoma double cab trd,6 cylinders,gas,18093.0
parkersburg-marietta,12850,2008.0,jeep,wrangler,6 cylinders,gas,121800.0
parkersburg-marietta,28990,2014.0,chevrolet,silverado 1500 double,6 cylinders,other,31160.0
parkersburg-marietta,3500,2002.0,lexus,is300,6 cylinders,gas,234000.0
parkersburg-marietta,29990,2018.0,jeep,wrangler sahara (jk) sport,6 cylinders,gas,14867.0
parkersburg-marietta,16998,2013.0,jeep,wrangler,,gas,138659.0
parkersburg-marietta,33995,2017.0,jeep,wrangler,,gas,20963.0
parkersburg-marietta,62986,2017.0,ford,f-250sd,,gas,65172.0
parkersburg-marietta,33998,2016.0,jeep,wrangler,,gas,42235.0
parkersburg-marietta,15874,2008.0,jeep,wrangler,,gas,142516.0
parkersburg-marietta,36433,2017.0,ford,f-150,,gas,53751.0
parkersburg-marietta,16990,2014.0,honda,accord ex-l coupe 2d,6 cylinders,gas,22416.0
parkersburg-marietta,20000,1965.0,chevrolet,impala wagon,8 cylinders,gas,37000.0
parkersburg-marietta,17500,2008.0,bmw,m3 convertible,8 cylinders,gas,
parkersburg-marietta,28590,2017.0,jeep,wrangler unlimited sport s,6 cylinders,gas,42081.0
parkersburg-marietta,10000,1988.0,chevrolet,silverado,,gas,
parkersburg-marietta,23990,2012.0,ford,mustang gt premium coupe 2d,8 cylinders,gas,13156.0
parkersburg-marietta,39590,2009.0,chevrolet,corvette z06 coupe 2d,8 cylinders,gas,28066.0
parkersburg-marietta,5800,2008.0,mazda,cx-9 grand touring,,gas,135310.0
parkersburg-marietta,27500,2014.0,chevrolet,silverado,,gas,
parkersburg-marietta,11995,2007.0,ram,4x4 hemi,8 cylinders,gas,
parkersburg-marietta,1,2018.0,,Many,,gas,
parkersburg-marietta,16998,2013.0,jeep,wrangler,,gas,138659.0
parkersburg-marietta,12994,2013.0,honda,pilot,,gas,162610.0
parkersburg-marietta,33995,2017.0,jeep,wrangler,,gas,20963.0
parkersburg-marietta,30998,2018.0,ford,f-150,,gas,34402.0
parkersburg-marietta,62986,2017.0,ford,f-250sd,,gas,65172.0
parkersburg-marietta,15000,1999.0,jeep,wrangler,,gas,
parkersburg-marietta,21990,2013.0,ram,1500 quad cab big horn,8 cylinders,gas,49767.0
parkersburg-marietta,2150,2007.0,nissan,quest,6 cylinders,gas,192000.0
parkersburg-marietta,21000,2015.0,bmw,535i gran turismo,6 cylinders,gas,55626.0
parkersburg-marietta,7995,2004.0,ford,f150 4x4,8 cylinders,gas,
parkersburg-marietta,12000,1951.0,chevrolet,styleline,8 cylinders,gas,
parkersburg-marietta,26990,2017.0,toyota,tacoma double cab sr,,gas,12584.0
parkersburg-marietta,5000,2010.0,chevrolet,aveo lt,4 cylinders,gas,86274.0
parkersburg-marietta,10995,2009.0,chevrolet,suburban,8 cylinders,gas,
parkersburg-marietta,38451,2017.0,ford,f-150,,gas,53751.0
parkersburg-marietta,46946,2016.0,ford,f-350sd,,gas,66024.0
parkersburg-marietta,34998,2018.0,chevrolet,silverado 2500hd,,gas,70829.0
parkersburg-marietta,41899,2017.0,bmw,x5,,gas,47327.0
parkersburg-marietta,31990,2018.0,chevrolet,silverado 1500 double,6 cylinders,other,15434.0
parkersburg-marietta,4000,2007.0,volkswagen,jetta 2.5,4 cylinders,gas,
parkersburg-marietta,5499,2008.0,honda,fit,4 cylinders,gas,98925.0
parkersburg-marietta,22990,2017.0,chevrolet,silverado 1500 regular,8 cylinders,gas,19140.0
parkersburg-marietta,64998,2017.0,ford,f-250sd,,gas,58645.0
parkersburg-marietta,16498,2009.0,jeep,wrangler,,gas,152057.0
parkersburg-marietta,64995,2018.0,ford,f-350sd,,gas,26490.0
parkersburg-marietta,25998,2015.0,ram,1500,,gas,96352.0
parkersburg-marietta,53998,2017.0,ford,f-250sd,,gas,94792.0
sandusky,499,2013.0,,ALL Makes & Models,4 cylinders,gas,90000.0
sandusky,10146,2013.0,kia,soul +,4 cylinders,gas,37329.0
sandusky,20590,2015.0,mazda,mx-5 miata club,,gas,4272.0
sandusky,6000,2004.0,cadillac,cts,6 cylinders,gas,101736.0
sandusky,33590,2017.0,jeep,wrangler unlimited sport s,6 cylinders,gas,31548.0
sandusky,1200,1994.0,ford,f150 conversion van,8 cylinders,gas,104393.0
sandusky,25990,2014.0,ford,mustang gt premium,8 cylinders,gas,18402.0
sandusky,6000,1993.0,,1993 Camaro z 28,8 cylinders,gas,55000.0
sandusky,8500,2015.0,jeep,patriot,4 cylinders,gas,87000.0
sandusky,5500,1947.0,,International KB3,6 cylinders,gas,
sandusky,1750,2005.0,pontiac,montana,6 cylinders,gas,160000.0
sandusky,40990,2011.0,chevrolet,corvette grand sport,8 cylinders,gas,12744.0
sandusky,2900,2002.0,chevrolet,silverado,8 cylinders,gas,189708.0
sandusky,17990,2012.0,mercedes-benz,c-class c 300,6 cylinders,gas,11500.0
sandusky,28000,2016.0,dodge,grand caravan,6 cylinders,gas,44000.0
sandusky,7500,1995.0,ford,bronco xl,8 cylinders,gas,105000.0
sandusky,13500,2004.0,chevrolet,silverado 1500,,gas,
sandusky,13995,2010.0,chevrolet,silverado 1500,,gas,
sandusky,11995,2007.0,jeep,wrangler,,gas,
sandusky,30990,2011.0,bmw,m3 convertible 2d,8 cylinders,gas,39266.0
sandusky,800,2001.0,volkswagen,passat,,gas,
sandusky,3000,2006.0,ram,1500 big horn,8 cylinders,gas,
sandusky,26990,2017.0,toyota,tacoma double cab sr5,6 cylinders,other,29403.0
sandusky,34997,2017.0,ford,f-150,6 cylinders,gas,41783.0
sandusky,32997,2019.0,gmc,acadia,6 cylinders,gas,2980.0
sandusky,30997,2015.0,ram,1500,8 cylinders,gas,41446.0
sandusky,13997,2016.0,chevrolet,cruze,4 cylinders,gas,44131.0
sandusky,36997,2018.0,ford,f-150,8 cylinders,gas,44161.0
sandusky,36990,2018.0,toyota,tundra crewmax sr5 pickup,8 cylinders,other,39328.0
sandusky,10500,2014.0,bmw,i3,other,electric,78000.0
sandusky,12500,2009.0,ford,ranger xlt,6 cylinders,gas,77800.0
sandusky,34990,2013.0,chevrolet,camaro zl1 convertible,8 cylinders,gas,22133.0
sandusky,4995,2004.0,audi,a-4,6 cylinders,gas,211000.0
sandusky,29990,2017.0,jeep,wrangler unlimited willys,6 cylinders,gas,18181.0
sandusky,3900,2003.0,gmc,yukon xl denali,,gas,172000.0
sandusky,23990,2012.0,ford,mustang gt premium coupe 2d,8 cylinders,gas,11425.0
sandusky,30950,2017.0,ram,1500,8 cylinders,gas,26640.0
sandusky,40990,2014.0,chevrolet,corvette stingray,8 cylinders,gas,26309.0
sandusky,33590,2012.0,mercedes-benz,c-class c 63 amg,8 cylinders,gas,37400.0
sandusky,10000,2001.0,jaguar,xk8 convertible,8 cylinders,gas,
sandusky,4895,2001.0,dodge,dakota sport,8 cylinders,gas,145312.0
sandusky,7995,2006.0,ford,f150 xlt 4x4,8 cylinders,gas,
sandusky,3995,2003.0,ford,f150 xlt,6 cylinders,gas,129468.0
sandusky,4200,2002.0,ford,ranger,6 cylinders,gas,102000.0
sandusky,31590,2017.0,toyota,tacoma double cab sr5,6 cylinders,gas,9970.0
sandusky,799,2013.0,,MOST MAKES & MODELS,4 cylinders,gas,
sandusky,35990,2019.0,ford,f150 supercrew cab xlt,6 cylinders,gas,10873.0
sandusky,10900,2005.0,jeep,wrangler,6 cylinders,gas,110900.0
sandusky,3995,1996.0,lincoln,town car,8 cylinders,gas,110306.0
sandusky,1650,2007.0,saturn,aura xr,6 cylinders,gas,207000.0
sandusky,31990,2012.0,toyota,tundra crewmax pickup 4d,8 cylinders,other,24955.0
sandusky,7995,2010.0,chrysler,town and country,6 cylinders,gas,
sandusky,4500,2004.0,lincoln,ls,8 cylinders,gas,210000.0
sandusky,9995,2008.0,chevrolet,silverado 1500,,gas,
sandusky,399,2013.0,,ALL MAKES AND MODELS,,gas,
sandusky,34990,2020.0,jeep,wrangler unlimited sport s,,gas,17622.0
sandusky,3500,2009.0,chevrolet,cobalt,4 cylinders,gas,
sandusky,4817,2015.0,honda,odyssey,,gas,
sandusky,1975,2006.0,honda,civic,4 cylinders,gas,198161.0
sandusky,25990,2014.0,ford,mustang gt premium coupe 2d,,other,13721.0
sandusky,37590,2011.0,chevrolet,corvette grand sport,8 cylinders,gas,8707.0
sandusky,1800,2014.0,acura,tl,,gas,
sandusky,32990,2013.0,chevrolet,silverado 2500 hd crew,8 cylinders,other,41542.0
sandusky,5000,2005.0,chevrolet,,6 cylinders,gas,222000.0
sandusky,6000,2003.0,ford,excursion,,diesel,357639.0
sandusky,34990,2017.0,toyota,tacoma double cab trd,6 cylinders,gas,18093.0
sandusky,29990,2018.0,jeep,wrangler sahara (jk) sport,6 cylinders,gas,14867.0
sandusky,24900,2015.0,,international 4300,6 cylinders,diesel,192279.0
sandusky,15990,2013.0,honda,accord ex-l coupe 2d,6 cylinders,gas,59327.0
sandusky,2100,2006.0,chrysler,town & country,6 cylinders,gas,167000.0
sandusky,28990,2017.0,jeep,wrangler unlimited sport s,6 cylinders,gas,42081.0
sandusky,6000,2004.0,cadillac,cts,6 cylinders,gas,101736.0
sandusky,28990,2016.0,ford,mustang gt premium,8 cylinders,gas,29663.0
sandusky,14700,1976.0,,triumph tr6,6 cylinders,gas,86000.0
sandusky,39590,2009.0,chevrolet,corvette z06 coupe 2d,8 cylinders,gas,28066.0
sandusky,750,2019.0,chevrolet,equinox,,gas,
sandusky,750,2019.0,chevrolet,equinox,,gas,
sandusky,21990,2013.0,ram,1500 quad cab big horn,8 cylinders,gas,49767.0
sandusky,23990,2014.0,dodge,challenger r/t classic,8 cylinders,gas,42347.0
sandusky,5500,2008.0,mercedes-benz,smart car,4 cylinders,gas,23500.0
sandusky,5250,2009.0,chevrolet,malibu lt,6 cylinders,gas,127000.0
sandusky,29990,2015.0,toyota,tacoma double cab pickup,6 cylinders,gas,25806.0
sandusky,8000,2003.0,,Hummer H2,8 cylinders,gas,150000.0
sandusky,31990,2016.0,ford,f150 supercrew cab xlt,6 cylinders,gas,12978.0
toledo,25995,2018.0,mazda,cx-9,4 cylinders,gas,30178.0
toledo,2300,2002.0,jeep,liberty,,gas,168413.0
toledo,0,2016.0,buick,enclave,,gas,123977.0
toledo,14500,2012.0,chevrolet,express 1500,6 cylinders,gas,109360.0
toledo,0,2012.0,ford,explorer,,gas,178446.0
toledo,1800,2000.0,ford,explorer,,gas,132000.0
toledo,9700,2014.0,chevrolet,equinox lt awd,4 cylinders,gas,114500.0
toledo,7900,2008.0,cadillac,cts,6 cylinders,gas,88000.0
toledo,5900,2006.0,bmw,325i,6 cylinders,gas,99000.0
toledo,1900,2007.0,dodge,dakota 4x4,8 cylinders,gas,126224.0
toledo,811,2004.0,,EX-L,,gas,7.0
toledo,4995,2006.0,ford,f-150 lariat,8 cylinders,gas,123200.0
toledo,7900,2011.0,chevrolet,equinox,4 cylinders,gas,95000.0
toledo,6500,2004.0,chevrolet,express 2500,8 cylinders,gas,113300.0
toledo,15995,2017.0,nissan,rogue,4 cylinders,gas,35516.0
toledo,16495,2017.0,jeep,compass,4 cylinders,gas,26707.0
toledo,16402,2017.0,buick,encore,4 cylinders,gas,33466.0
toledo,9900,2008.0,chevrolet,silverado 1500,8 cylinders,gas,164000.0
toledo,9500,2011.0,gmc,savana g2500,8 cylinders,gas,114400.0
toledo,0,2013.0,ford,focus,,gas,139601.0
toledo,2600,2009.0,ford,focus se,4 cylinders,gas,165968.0
toledo,7900,2007.0,ford,f150,8 cylinders,gas,143000.0
toledo,6988,2012.0,chevrolet,malibu,4 cylinders,gas,99042.0
toledo,0,2014.0,dodge,journey,,gas,100144.0
toledo,16800,2013.0,gmc,savana 2500,,gas,76000.0
toledo,0,2016.0,chevrolet,impala limited,,gas,77915.0
toledo,17500,2015.0,audi,a3,,gas,44200.0
toledo,5900,2010.0,gmc,terrain slt,6 cylinders,gas,161000.0
toledo,22990,2013.0,chevrolet,silverado 1500,8 cylinders,other,54547.0
toledo,5900,2008.0,ford,edge limited,6 cylinders,gas,153000.0
toledo,7500,2007.0,ram,1500,8 cylinders,gas,202000.0
toledo,5500,2012.0,chevrolet,malibu lt,4 cylinders,gas,121000.0
toledo,0,2018.0,ford,edge,,gas,114786.0
toledo,10500,2014.0,ford,escape se,,gas,77000.0
toledo,34990,2015.0,chevrolet,silverado 2500 hd crew,8 cylinders,gas,85747.0
toledo,1,2011.0,dodge,charger,6 cylinders,gas,136000.0
toledo,0,2017.0,ford,fusion,4 cylinders,gas,87250.0
toledo,0,2012.0,jeep,compass lattitude,4 cylinders,gas,43302.0
toledo,33990,2018.0,gmc,sierra 1500 double cab sle,8 cylinders,gas,24025.0
toledo,35697,2018.0,chevrolet,silverado 1500,,gas,54528.0
toledo,9092,2013.0,kia,sportage,,gas,102607.0
toledo,15390,2018.0,dodge,grand caravan,,gas,50003.0
toledo,18988,2017.0,ford,escape,,gas,24286.0
toledo,27989,2018.0,ford,f-150,,gas,22847.0
toledo,10990,2016.0,ford,fiesta se hatchback 4d,,gas,25855.0
toledo,36990,2014.0,mercedes-benz,c-class c 63 amg,8 cylinders,gas,46410.0
toledo,12900,2014.0,ram,1500,8 cylinders,gas,184000.0
toledo,2400,2005.0,,CHRYLER 300,6 cylinders,gas,137400.0
toledo,1995,2007.0,ford,fusion,6 cylinders,gas,164852.0
toledo,995,1993.0,,geo prizm,4 cylinders,gas,204200.0
toledo,6900,2008.0,cadillac,cts,6 cylinders,gas,106000.0
toledo,1200,1999.0,,oldsmobile intrigue,6 cylinders,gas,135121.0
toledo,3995,2006.0,cadillac,dts,8 cylinders,gas,94543.0
toledo,12995,2014.0,ram,cargo van,6 cylinders,gas,102167.0
toledo,4400,2008.0,dodge,avenger sxt,4 cylinders,gas,102300.0
toledo,2495,2007.0,,chryler pt cruiser,4 cylinders,gas,114200.0
toledo,2495,2010.0,mercury,milan premier,6 cylinders,gas,120200.0
toledo,2495,2003.0,ford,mustang,6 cylinders,gas,152200.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,1295,2006.0,chevrolet,m.c.,6 cylinders,gas,269200.0
toledo,1995,2005.0,chevrolet,trailblazer,6 cylinders,gas,161200.0
toledo,1200,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,1495,2005.0,ford,focus,4 cylinders,gas,79987.0
toledo,2995,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,2495,2007.0,toyota,camary le,4 cylinders,gas,227200.0
toledo,4900,2006.0,chevrolet,silverado 1500 ls,8 cylinders,gas,136000.0
toledo,3900,2008.0,dodge,nitro sxt,6 cylinders,gas,96000.0
toledo,5800,2008.0,cadillac,srx awd,6 cylinders,gas,79000.0
toledo,2900,2004.0,honda,accord ex,4 cylinders,gas,184500.0
toledo,6800,2008.0,ram,,,gas,121000.0
toledo,2900,2002.0,honda,crv,4 cylinders,gas,202490.0
toledo,22730,2017.0,gmc,terrain,6 cylinders,gas,41069.0
toledo,6500,2008.0,ford,f150 xl,8 cylinders,gas,189990.0
toledo,7950,2008.0,ford,f250 xl,8 cylinders,diesel,120200.0
toledo,8995,2013.0,chevrolet,silverado 1500,6 cylinders,gas,123590.0
toledo,3900,2005.0,honda,pilot,6 cylinders,gas,162000.0
toledo,35500,2006.0,,International,,diesel,386000.0
toledo,1,2008.0,ford,focus,,gas,234000.0
toledo,44900,2018.0,ford,f250 crew 4x4 diesel,8 cylinders,diesel,74558.0
toledo,12500,2019.0,dodge,grand caravan se,6 cylinders,other,25000.0
toledo,6900,1995.0,jeep,wrangler,4 cylinders,gas,134100.0
toledo,9897,2009.0,honda,cr-v,4 cylinders,gas,89467.0
toledo,3200,2000.0,chevrolet,s10,,gas,57229.0
toledo,0,2018.0,,peterbilt 579,,diesel,1.0
toledo,21995,2006.0,ram,2500,6 cylinders,diesel,173360.0
toledo,6900,2009.0,ford,escape limited,6 cylinders,gas,86000.0
toledo,3500,2003.0,buick,lesabre,6 cylinders,gas,120000.0
toledo,10497,2013.0,chevrolet,equinox,4 cylinders,gas,70445.0
toledo,16399,2010.0,ram,1500,8 cylinders,gas,88221.0
toledo,4500,2008.0,chevrolet,trailblazer,6 cylinders,gas,115355.0
toledo,19500,2006.0,chevrolet,1 ton 3500,8 cylinders,gas,95000.0
toledo,8900,2007.0,jeep,wrangler rubicon,6 cylinders,gas,230000.0
toledo,7900,2013.0,ford,edge limited,6 cylinders,gas,178000.0
toledo,3900,2004.0,cadillac,srx,6 cylinders,gas,152000.0
toledo,16590,2014.0,toyota,tacoma regular cab pickup,,gas,101812.0
toledo,32990,2017.0,ram,1500 crew cab slt pickup 4d,8 cylinders,gas,26230.0
toledo,28000,1999.0,,FREIGHTLINER,8 cylinders,diesel,350567.0
toledo,39590,2017.0,toyota,tundra crewmax limited,8 cylinders,gas,19725.0
toledo,34990,2016.0,dodge,challenger r/t scat pack,8 cylinders,gas,4425.0
toledo,12880,2014.0,gmc,acadia,,gas,146850.0
toledo,14770,2012.0,jeep,grand cherokee,,gas,130650.0
toledo,13750,2010.0,chevrolet,silverado 1500,,gas,174100.0
toledo,2450,2003.0,buick,lesabre custom,,gas,129000.0
toledo,2950,2004.0,jeep,liberty sport,4 cylinders,gas,144803.0
toledo,5995,2011.0,subaru,impreza,4 cylinders,gas,161000.0
toledo,4200,2008.0,nissan,xterra,6 cylinders,gas,249000.0
toledo,49900,2019.0,ram,2500 crew 4x4 cummins,6 cylinders,diesel,45761.0
toledo,19495,2018.0,mazda,cx-5,4 cylinders,gas,28153.0
toledo,16795,2018.0,jeep,compass,4 cylinders,gas,49146.0
toledo,14963,2014.0,gmc,acadia,6 cylinders,gas,86333.0
toledo,15900,2011.0,jeep,wrangler unlimited sahara,6 cylinders,gas,162000.0
toledo,30990,2014.0,porsche,cayenne platinum edition,6 cylinders,gas,57653.0
toledo,2995,2007.0,toyota,camary le,4 cylinders,gas,227200.0
toledo,15995,2007.0,chevrolet,silverado 2500hd,8 cylinders,gas,144460.0
toledo,22995,2018.0,chevrolet,express commercial,6 cylinders,gas,157264.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,2495,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,1495,2005.0,ford,focus,4 cylinders,gas,79987.0
toledo,995,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,1995,2005.0,chevrolet,trailblazer,6 cylinders,gas,161200.0
toledo,24995,2013.0,chevrolet,silverado 2500hd,,gas,240139.0
toledo,7995,2006.0,honda,ridgeline,,gas,166046.0
toledo,2500,2003.0,dodge,dakota quad cab,6 cylinders,gas,150000.0
toledo,6900,2010.0,ford,expedition xlt,8 cylinders,gas,163000.0
toledo,2900,2004.0,dodge,durango,6 cylinders,gas,147000.0
toledo,17900,2017.0,ford,transit t250 cargo van,5 cylinders,diesel,93000.0
toledo,2200,2006.0,hyundai,sonata,6 cylinders,gas,212000.0
toledo,15900,2015.0,nissan,titan sl,8 cylinders,gas,159000.0
toledo,6900,1981.0,mercedes-benz,benz 380sl,8 cylinders,gas,116000.0
toledo,3900,2008.0,chevrolet,impala lt,6 cylinders,gas,174000.0
toledo,7900,2011.0,ford,f150,8 cylinders,gas,191000.0
toledo,4900,2009.0,honda,cr-v,4 cylinders,gas,172000.0
toledo,4900,2007.0,ford,explorer eddie bauer,6 cylinders,gas,150000.0
toledo,17900,2015.0,buick,enclave,6 cylinders,gas,100000.0
toledo,0,2013.0,ford,explorer,,gas,169304.0
toledo,32505,2018.0,ford,f-150,6 cylinders,gas,32621.0
toledo,0,2014.0,buick,lacrosse,,gas,121761.0
toledo,30590,2014.0,jeep,wrangler unlimited sport s,6 cylinders,gas,20860.0
toledo,26990,2019.0,mazda,mx-5 miata club,,gas,2042.0
toledo,23990,2012.0,ford,mustang gt premium coupe 2d,8 cylinders,gas,11425.0
toledo,34590,2019.0,ford,f150 supercrew cab xlt,8 cylinders,gas,27872.0
toledo,26990,2017.0,toyota,tacoma double cab sr5,6 cylinders,other,29403.0
toledo,7995,2018.0,ford,focus s sedan,4 cylinders,gas,35000.0
toledo,16900,2013.0,honda,ridgeline rts,,gas,97000.0
toledo,5900,2012.0,ford,focus se,4 cylinders,gas,114000.0
toledo,3900,2009.0,chevrolet,malibu,4 cylinders,gas,174000.0
toledo,11965,2011.0,cadillac,srx,,gas,95497.0
toledo,2900,2002.0,gmc,sierra 1500,8 cylinders,gas,163000.0
toledo,50000,2017.0,ford,f-650sd,,other,89207.0
toledo,54000,2018.0,ford,f-650sd,,other,75152.0
toledo,24900,2006.0,ram,2500,6 cylinders,diesel,101000.0
toledo,10900,2013.0,ford,e250,8 cylinders,gas,120000.0
toledo,17995,2013.0,,freightliner cascadia,,diesel,756000.0
toledo,0,2015.0,ford,escape,,gas,129780.0
toledo,13968,2008.0,chevrolet,silverado,,gas,101130.0
toledo,10900,2007.0,jeep,wrangler,6 cylinders,gas,212000.0
toledo,12997,2008.0,ford,f-150,8 cylinders,gas,106445.0
toledo,12963,2007.0,gmc,sierra,,gas,107427.0
toledo,9000,2008.0,ford,f250 super duty,8 cylinders,diesel,236000.0
toledo,10900,2009.0,gmc,sierra 1500,8 cylinders,gas,103000.0
toledo,5900,2009.0,jeep,liberty,6 cylinders,gas,164000.0
toledo,18996,2014.0,ram,1500,,gas,94854.0
toledo,2800,1997.0,volvo,,6 cylinders,gas,201000.0
toledo,0,2013.0,ford,focus,,gas,139601.0
toledo,5500,2011.0,toyota,corolla,4 cylinders,gas,160000.0
toledo,4500,2014.0,chrysler,200,4 cylinders,gas,80000.0
toledo,10997,2014.0,chevrolet,malibu,4 cylinders,gas,76991.0
toledo,9500,2010.0,ford,f-150 xlt,8 cylinders,gas,91500.0
toledo,14896,2009.0,ford,f-150,,other,119840.0
toledo,5900,2009.0,,Saab 9.3,4 cylinders,gas,81000.0
toledo,0,2016.0,ram,1500,,diesel,131360.0
toledo,9911,2013.0,nissan,altima,4 cylinders,gas,96248.0
toledo,9997,2008.0,chevrolet,silverado 1500,6 cylinders,gas,101507.0
toledo,10697,2014.0,toyota,corolla,4 cylinders,gas,106787.0
toledo,9997,2016.0,kia,soul,4 cylinders,gas,123631.0
toledo,9997,2016.0,kia,optima,4 cylinders,gas,128529.0
toledo,7500,2002.0,jeep,wrangler sport,6 cylinders,gas,114000.0
toledo,11986,2010.0,cadillac,srx,,gas,99347.0
toledo,0,2016.0,,MASERATI GHIBLI,,gas,39962.0
toledo,14868,2010.0,ram,,,gas,126739.0
toledo,19495,2018.0,dodge,journey,6 cylinders,gas,20965.0
toledo,12453,2012.0,cadillac,cts,,gas,67543.0
toledo,19998,2015.0,jeep,grand cherokee,,gas,58584.0
toledo,23546,2017.0,ford,explorer,,gas,46283.0
toledo,27403,2018.0,bmw,x1,,gas,51900.0
toledo,28498,2017.0,bmw,x3,,gas,33485.0
toledo,15413,2013.0,infiniti,jx35,,gas,101655.0
toledo,15998,2014.0,jeep,grand cherokee,,gas,136818.0
toledo,31953,2018.0,chevrolet,silverado 1500,,gas,40083.0
toledo,15000,2017.0,ford,escape,,gas,19092.0
toledo,12920,2017.0,ford,fusion,,gas,96099.0
toledo,6500,2015.0,chevrolet,sonic lt auto 5-door,4 cylinders,gas,55000.0
toledo,0,2017.0,jeep,patriot,,gas,88954.0
toledo,12900,2008.0,ford,f250,8 cylinders,diesel,227000.0
toledo,6995,2014.0,chevrolet,cruze 1lt auto,4 cylinders,gas,63000.0
toledo,14900,2017.0,chevrolet,volt,4 cylinders,hybrid,45000.0
toledo,1295,2005.0,ford,focus,4 cylinders,gas,79200.0
toledo,12500,2014.0,ford,e-series cargo van,8 cylinders,gas,154375.0
toledo,13995,2011.0,chevrolet,express cargo van,8 cylinders,gas,110891.0
toledo,4495,2008.0,mercury,mountaineer premier,6 cylinders,gas,145200.0
toledo,1695,2005.0,ford,focus,4 cylinders,gas,79987.0
toledo,1295,2006.0,chevrolet,m.c.,6 cylinders,gas,269200.0
toledo,2495,2011.0,nissan,sentra,4 cylinders,gas,134200.0
toledo,2695,2010.0,mercury,milan premier,6 cylinders,gas,120200.0
toledo,1295,2004.0,,chryler sebring,6 cylinders,gas,145200.0
toledo,2995,2008.0,ford,escape xlt,6 cylinders,gas,163200.0
toledo,2495,2010.0,kia,forte,4 cylinders,gas,160200.0
toledo,2495,2007.0,toyota,camary le,4 cylinders,gas,227200.0
toledo,2995,2007.0,,chryler pt cruiser,4 cylinders,gas,114200.0
toledo,2995,2003.0,ford,mustang,6 cylinders,gas,152200.0
toledo,10500,2015.0,chevrolet,impala ltz,6 cylinders,gas,119423.0
toledo,4900,2009.0,dodge,journey sxt,6 cylinders,gas,12000.0
toledo,7900,2016.0,chevrolet,trax,4 cylinders,gas,122000.0
toledo,12900,2007.0,jeep,wrangler x,6 cylinders,gas,148000.0
toledo,23900,2008.0,chevrolet,silverado 3500,8 cylinders,diesel,173000.0
toledo,5900,2008.0,subaru,outback,4 cylinders,gas,134000.0
toledo,10900,2007.0,ram,1500,8 cylinders,gas,151000.0
toledo,11900,2008.0,chevrolet,silverado 1500,8 cylinders,gas,136000.0
toledo,6900,2008.0,jeep,liberty limited,6 cylinders,gas,122000.0
toledo,20900,2012.0,gmc,sierra 2500,8 cylinders,diesel,199000.0
toledo,1500,1999.0,chevrolet,suburban 1500,8 cylinders,gas,208000.0
toledo,4500,2010.0,chrysler,town and country,6 cylinders,gas,156000.0
toledo,6995,2013.0,chevrolet,cruze,4 cylinders,gas,59000.0
toledo,7995,2013.0,volkswagen,beetle,4 cylinders,gas,84000.0
toledo,4000,2012.0,hyundai,sonata,4 cylinders,gas,150000.0
toledo,11749,2018.0,chevrolet,sonic,4 cylinders,gas,24997.0
toledo,14965,2014.0,jeep,grand cherokee,,gas,146244.0
toledo,199,2017.0,dodge,charger,,gas,
toledo,8000,2011.0,dodge,charger,6 cylinders,gas,
toledo,6596,2011.0,chevrolet,impala,,other,111963.0
toledo,11728,2014.0,ford,escape,,gas,37424.0
toledo,12900,2012.0,ford,f-150/250,,gas,0.0
toledo,8962,2010.0,ford,escape,,gas,120032.0
toledo,13950,2015.0,dodge,charger,8 cylinders,gas,126000.0
toledo,14963,2015.0,ford,explorer,,gas,109366.0
toledo,2995,2003.0,ford,mustang,6 cylinders,gas,152200.0
toledo,2995,2007.0,,chryler pt cruiser,4 cylinders,gas,114200.0
toledo,13452,2008.0,jeep,wrangler,,gas,125131.0
toledo,7500,2015.0,dodge,grand caravan wheelchair,6 cylinders,gas,
toledo,35990,2014.0,porsche,panamera s e-hybrid,6 cylinders,gas,60391.0
toledo,9000,2000.0,chevrolet,camaro z28,8 cylinders,gas,101000.0
toledo,10984,2015.0,jeep,compass,,gas,100267.0
toledo,18590,2014.0,volkswagen,beetle 1.8t,,gas,10930.0
toledo,29995,2018.0,cadillac,xt5,6 cylinders,gas,27048.0
toledo,6000,2011.0,ford,escape,,gas,
toledo,13590,2013.0,volkswagen,beetle 2.5l hatchback,,gas,46608.0
toledo,12590,2012.0,volkswagen,beetle 2.5l hatchback,,gas,58282.0
toledo,7789,2014.0,ford,focus,,gas,76021.0
toledo,14590,2012.0,volkswagen,beetle 2.5l hatchback,,gas,16296.0
toledo,2995,2007.0,toyota,camary le,4 cylinders,gas,227200.0
