region,price,year,manufacturer,model,cylinders,fuel,odometer
cleveland,500,2013.0,kia,sorento,,gas,
cleveland,5500,2006.0,bmw,5 series 528i,6 cylinders,gas,107058.0
cleveland,500,2008.0,cadillac,cts,,gas,
cleveland,14812,2015.0,nissan,murano sl,,gas,94828.0
cleveland,9990,2007.0,gmc,sierra,,other,197188.0
cleveland,9995,2012.0,toyota,corolla,,gas,80509.0
cleveland,5995,2008.0,buick,lucerne,,gas,128529.0
cleveland,4300,2008.0,hyundai,santa fe,,gas,
cleveland,1995,2006.0,nissan,altima,,gas,156002.0
cleveland,19482,2015.0,ford,mustang,4 cylinders,gas,39464.0
cleveland,24486,2017.0,bmw,x3 xdrive28i,4 cylinders,gas,50671.0
cleveland,0,2013.0,,Other,,other,0.0
cleveland,11998,2016.0,ford,escape,4 cylinders,gas,91700.0
cleveland,26285,2017.0,jeep,grand cherokee,6 cylinders,gas,40305.0
cleveland,19682,2017.0,buick,envision,4 cylinders,gas,46236.0
cleveland,49800,2017.0,toyota,sienna,6 cylinders,gas,3950.0
cleveland,8999,2017.0,nissan,altima,4 cylinders,gas,70320.0
cleveland,4997,2008.0,buick,lacrosse,6 cylinders,gas,138896.0
cleveland,3995,2004.0,buick,lesabre,6 cylinders,gas,67197.0
cleveland,6995,2008.0,gmc,acadia,6 cylinders,gas,132703.0
cleveland,4995,2009.0,honda,accord sdn,4 cylinders,gas,142423.0
cleveland,31000,2014.0,,Freightliner Sprinter 2500,6 cylinders,diesel,16500.0
cleveland,7500,2014.0,nissan,rogue sv,4 cylinders,gas,117134.0
cleveland,23597,2013.0,chevrolet,tahoe,8 cylinders,gas,103470.0
cleveland,10999,2018.0,ford,fusion,4 cylinders,gas,30982.0
cleveland,10987,2013.0,chrysler,town and country,6 cylinders,gas,86700.0
cleveland,12590,2010.0,toyota,avalon xls sedan 4d,6 cylinders,gas,95048.0
cleveland,17990,2013.0,subaru,xv crosstrek limited,,gas,65300.0
cleveland,16990,2017.0,hyundai,ioniq hybrid sel,,gas,23052.0
cleveland,10990,2011.0,hyundai,sonata gls sedan 4d,,gas,59835.0
cleveland,10990,2010.0,toyota,prius ii hatchback 4d,,gas,70212.0
cleveland,26990,2019.0,toyota,avalon xse sedan 4d,6 cylinders,gas,39481.0
cleveland,44990,2019.0,lexus,gx 460 sport utility 4d,8 cylinders,gas,19260.0
cleveland,63990,2019.0,rover,range sport hse,6 cylinders,other,28736.0
cleveland,28990,2016.0,bmw,x5 xdrive40e sport utility,,gas,40268.0
cleveland,15590,2017.0,volkswagen,golf tsi wolfsburg,,gas,20998.0
cleveland,25990,2017.0,subaru,outback 3.6r limited,,gas,36305.0
cleveland,10590,2010.0,buick,lucerne cx sedan 4d,6 cylinders,other,55852.0
cleveland,15990,2015.0,nissan,murano s sport utility 4d,6 cylinders,gas,63462.0
cleveland,21990,2016.0,ram,1500 regular cab express,6 cylinders,gas,32234.0
cleveland,11900,2015.0,dodge,charger,6 cylinders,gas,60726.0
cleveland,599,2013.0,,AL MAKES AND MODELS,,gas,
cleveland,23997,2015.0,ford,f-150,8 cylinders,gas,59305.0
cleveland,17494,2017.0,honda,civic,4 cylinders,gas,31933.0
cleveland,27962,2017.0,bmw,330i xdrive,4 cylinders,gas,23466.0
cleveland,3200,2010.0,ford,transit connect van,4 cylinders,gas,
cleveland,13900,2001.0,mercedes-benz,cl,12 cylinders,gas,108000.0
cleveland,14292,2013.0,toyota,camry,,gas,43811.0
cleveland,18997,2013.0,ford,f-150,6 cylinders,gas,70783.0
cleveland,29990,2019.0,subaru,forester sport suv 4d,,gas,6736.0
cleveland,13590,2017.0,mitsubishi,lancer es sedan 4d,,gas,64272.0
cleveland,799,2011.0,chevrolet,malibu lt,4 cylinders,gas,104523.0
cleveland,799,2007.0,toyota,sienna,6 cylinders,gas,119400.0
cleveland,799,2008.0,ford,scape limiited,6 cylinders,gas,101000.0
cleveland,799,2008.0,,SCION XB,4 cylinders,gas,101000.0
cleveland,500,2019.0,chevrolet,equinox,,gas,
cleveland,1200,2006.0,chrysler,town & country,,gas,278000.0
cleveland,1500,2008.0,ford,taurus,6 cylinders,gas,146000.0
cleveland,2500,2010.0,mazda,cx-7,4 cylinders,gas,124000.0
cleveland,2000,2010.0,chevrolet,equinox,4 cylinders,gas,
cleveland,2500,2014.0,dodge,grand caravan,6 cylinders,gas,
cleveland,2000,2012.0,kia,sedona,6 cylinders,gas,135000.0
cleveland,1000,2003.0,honda,civic,4 cylinders,gas,
cleveland,2000,2009.0,jeep,grand cherokee,6 cylinders,gas,
cleveland,2000,2008.0,chevrolet,trailblazer,6 cylinders,gas,
cleveland,2500,2005.0,honda,accord,6 cylinders,gas,97000.0
cleveland,12994,2018.0,nissan,sentra,4 cylinders,gas,29370.0
cleveland,17495,2017.0,subaru,forester,4 cylinders,gas,20602.0
cleveland,13590,2015.0,volkswagen,golf tdi sel,,gas,80035.0
cleveland,23990,2018.0,toyota,camry xse sedan 4d,,gas,14429.0
cleveland,11997,2016.0,ford,fusion hybrid,4 cylinders,hybrid,49132.0
cleveland,10987,2016.0,subaru,impreza,4 cylinders,gas,65424.0
cleveland,13997,2016.0,mazda,mazda6,4 cylinders,gas,53413.0
cleveland,8500,2005.0,mercedes-benz,benz sl500,8 cylinders,gas,154000.0
cleveland,7997,2013.0,ford,fusion,4 cylinders,gas,96960.0
cleveland,21997,2016.0,ram,pickup 1500,6 cylinders,gas,52464.0
cleveland,3500,2008.0,cadillac,dts,8 cylinders,gas,171000.0
cleveland,3000,2008.0,ford,fusion,6 cylinders,gas,181321.0
cleveland,5500,2008.0,rover,lr2 se,6 cylinders,gas,140000.0
cleveland,7995,2013.0,kia,optima lx,4 cylinders,gas,121741.0
cleveland,4975,2009.0,buick,lucerne,6 cylinders,gas,114840.0
cleveland,8200,2014.0,chevrolet,malibu,4 cylinders,gas,110000.0
cleveland,3495,2003.0,buick,park ave,6 cylinders,gas,128851.0
cleveland,8995,1985.0,pontiac,firebird,6 cylinders,gas,16407.0
cleveland,8200,2010.0,mercedes-benz,benz c300,6 cylinders,gas,111000.0
cleveland,2800,2003.0,toyota,sienna symphony,6 cylinders,gas,184000.0
cleveland,4995,2004.0,mercedes-benz,slk320,6 cylinders,gas,105000.0
cleveland,11900,2009.0,ford,f350-f750,,,0.0
cleveland,3400,2006.0,honda,civic lx,4 cylinders,gas,240900.0
cleveland,5799,2009.0,kia,borrego lx,6 cylinders,gas,109000.0
cleveland,32499,2016.0,gmc,yukon xl,8 cylinders,gas,115128.0
cleveland,36499,2015.0,cadillac,escalade,8 cylinders,gas,83724.0
cleveland,2595,2003.0,ford,f-150,8 cylinders,gas,171022.0
cleveland,15995,2009.0,ford,f-250 sd,8 cylinders,diesel,91364.0
cleveland,8100,2015.0,ford,fusion,4 cylinders,gas,106860.0
cleveland,6995,2007.0,toyota,rav4,4 cylinders,gas,117128.0
cleveland,8995,2011.0,honda,odyssey,6 cylinders,gas,100053.0
cleveland,12995,2015.0,gmc,savana,8 cylinders,gas,110113.0
cleveland,9995,2014.0,chevrolet,malibu,4 cylinders,gas,69830.0
cleveland,5300,2013.0,chevrolet,equinox,4 cylinders,gas,149509.0
cleveland,8000,2008.0,mazda,cx-9,6 cylinders,gas,178208.0
cleveland,6000,2005.0,dodge,durango slt,8 cylinders,gas,79000.0
cleveland,5000,2007.0,volkswagen,jetta,4 cylinders,gas,102376.0
cleveland,4500,2010.0,kia,soul,4 cylinders,gas,155906.0
cleveland,3000,2006.0,pontiac,grand prix,6 cylinders,gas,151367.0
cleveland,4800,2009.0,subaru,forester,4 cylinders,gas,129000.0
cleveland,5200,2011.0,chevrolet,traverse lt awd,6 cylinders,gas,5200.0
cleveland,500,2005.0,chrysler,pt cruiser convertible,4 cylinders,gas,196660.0
cleveland,6800,1991.0,chevrolet,suburban 1500,8 cylinders,gas,107761.0
cleveland,12995,2013.0,ford,police interceptor,6 cylinders,gas,135000.0
cleveland,799,2008.0,,SCION XB,4 cylinders,gas,101000.0
cleveland,1000,1990.0,cadillac,coupe deville,8 cylinders,gas,117000.0
cleveland,799,2008.0,ford,scape limiited,6 cylinders,gas,101000.0
cleveland,3900,2010.0,ford,focus,4 cylinders,gas,78000.0
cleveland,799,2007.0,toyota,solara convertible,6 cylinders,gas,119400.0
cleveland,3000,2005.0,toyota,camry,,gas,
cleveland,2500,2006.0,ford,econoline wagon,,gas,250000.0
cleveland,3500,2007.0,volkswagen,beetle,5 cylinders,gas,73150.0
cleveland,3500,2009.0,mazda,3,,gas,
cleveland,4500,2003.0,toyota,corolla,,gas,
cleveland,7450,2013.0,ford,transit connect xlt,,gas,
cleveland,4250,2007.0,honda,accord,,gas,209000.0
cleveland,34000,2003.0,ford,svt cobra convertible,8 cylinders,gas,23246.0
cleveland,16392,2015.0,lincoln,mkc,4 cylinders,gas,55605.0
cleveland,26590,2016.0,bmw,5 series 528i sedan 4d,,gas,26875.0
cleveland,17990,2016.0,volkswagen,cc 2.0t r-line sedan,,gas,38753.0
cleveland,39990,2016.0,bmw,7 series 750i xdrive sedan,8 cylinders,gas,30388.0
cleveland,33990,2014.0,jaguar,f-type convertible 2d,6 cylinders,gas,43044.0
cleveland,21990,2013.0,infiniti,g g37x coupe 2d,6 cylinders,gas,44557.0
cleveland,12590,2011.0,volkswagen,gti 2.0t hatchback,,gas,92103.0
cleveland,15000,2014.0,toyota,venza xle,4 cylinders,gas,53000.0
cleveland,14482,2016.0,volvo,v60,4 cylinders,gas,74727.0
cleveland,4500,2006.0,acura,tsx,,gas,
cleveland,3500,2008.0,toyota,corolla,4 cylinders,gas,
cleveland,12689,2017.0,ford,focus,4 cylinders,gas,22661.0
cleveland,32990,2020.0,gmc,sierra 1500 regular cab,8 cylinders,gas,3031.0
cleveland,34990,2014.0,toyota,fj cruiser sport utility,6 cylinders,gas,63483.0
cleveland,14787,2015.0,ford,edge,6 cylinders,gas,96822.0
cleveland,7500,1958.0,chevrolet,bel air impala,8 cylinders,gas,86088.0
cleveland,7500,1958.0,chevrolet,nomad,8 cylinders,gas,61167.0
cleveland,15500,2008.0,nissan,350z nismo,6 cylinders,gas,63000.0
cleveland,13951,2017.0,ford,escape,4 cylinders,gas,45223.0
cleveland,49990,2016.0,porsche,cayman coupe 2d,,gas,9631.0
cleveland,15990,2009.0,gmc,sierra 1500 extended cab,6 cylinders,gas,78903.0
cleveland,16489,2017.0,nissan,rogue sport sv,,other,38907.0
cleveland,7500,1950.0,ford,deluxe 2dr,8 cylinders,gas,81000.0
cleveland,6299,2010.0,chevrolet,cobalt,4 cylinders,gas,30100.0
cleveland,26590,2014.0,cadillac,escalade premium sport,8 cylinders,other,93915.0
cleveland,14990,2014.0,ford,taurus sel sedan 4d,6 cylinders,gas,27433.0
cleveland,8995,2006.0,dodge,sprinter 2500,8 cylinders,diesel,
cleveland,32590,2017.0,cadillac,ct6 3.6 luxury sedan 4d,6 cylinders,gas,33105.0
cleveland,12451,2016.0,chevrolet,equinox,4 cylinders,gas,89040.0
cleveland,39590,2020.0,cadillac,xt4 sport suv 4d,,gas,4506.0
cleveland,4000,2013.0,ford,escape,4 cylinders,gas,146000.0
cleveland,25494,2017.0,mercedes-benz,gla 250,4 cylinders,gas,13356.0
cleveland,24891,2018.0,audi,a3 sedan,4 cylinders,gas,17539.0
cleveland,799,2007.0,toyota,sienna,6 cylinders,gas,119400.0
cleveland,799,2007.0,toyota,highlandeer,6 cylinders,gas,119400.0
cleveland,799,2008.0,ford,fusion se,6 cylinders,gas,82700.0
cleveland,3900,2004.0,honda,accord ex,6 cylinders,gas,180000.0
cleveland,799,2010.0,cadillac,sts 4,8 cylinders,gas,89400.0
cleveland,799,2013.0,chevrolet,impala lt,6 cylinders,gas,83500.0
cleveland,799,2011.0,chevrolet,hhr lt,4 cylinders,gas,62000.0
cleveland,2900,2006.0,pontiac,grand prix gt,6 cylinders,gas,123000.0
cleveland,799,2011.0,chevrolet,malibu lt,4 cylinders,gas,104523.0
cleveland,23994,2014.0,ford,mustang,,gas,35919.0
cleveland,17990,2013.0,toyota,highlander plus sport,6 cylinders,gas,89468.0
cleveland,6990,2014.0,chevrolet,cruze,4 cylinders,gas,105758.0
cleveland,8590,2012.0,nissan,leaf sl hatchback 4d,,electric,40415.0
cleveland,11987,2016.0,ford,c-max energi,4 cylinders,other,69299.0
cleveland,19500,1928.0,ford,roadster,8 cylinders,gas,
cleveland,19500,1969.0,mercury,,8 cylinders,gas,23233.0
cleveland,24594,2019.0,honda,accord,4 cylinders,gas,45779.0
cleveland,7795,2017.0,mitsubishi,mirage,3 cylinders,gas,59892.0
cleveland,15997,2018.0,ford,fusion,4 cylinders,gas,12623.0
cleveland,23497,2015.0,ford,expedition,6 cylinders,gas,0.0
cleveland,25990,2019.0,toyota,tacoma access cab sr,,other,11725.0
cleveland,35590,2017.0,dodge,charger r/t scat pack,8 cylinders,gas,28905.0
cleveland,2975,2008.0,ford,focus se,,gas,120000.0
cleveland,2775,2001.0,chevrolet,prizm,,gas,79000.0
cleveland,14597,2016.0,ford,explorer,6 cylinders,gas,92810.0
cleveland,3100,2010.0,lincoln,mkz awd,,gas,
cleveland,5495,2007.0,jeep,grand cherokee,,gas,175290.0
cleveland,6997,2009.0,ford,escape hybrid,4 cylinders,hybrid,101810.0
cleveland,7997,2012.0,nissan,juke,4 cylinders,gas,117388.0
cleveland,10497,2011.0,toyota,camry,4 cylinders,gas,41201.0
cleveland,32990,2011.0,ford,super duty f-450 drw,8 cylinders,diesel,102290.0
cleveland,35990,2016.0,,Isuzu DSL REG AT,4 cylinders,diesel,45304.0
cleveland,25990,2016.0,,Isuzu NPR HD GAS REG,8 cylinders,gas,133155.0
cleveland,15990,2012.0,ford,econoline,8 cylinders,gas,67820.0
cleveland,34990,2016.0,,Isuzu DSL REG AT,4 cylinders,diesel,46420.0
cleveland,49990,2015.0,,Hino 268,6 cylinders,diesel,203867.0
cleveland,40990,2017.0,ford,super duty f-650 straight frame,8 cylinders,diesel,85162.0
cleveland,34990,2013.0,ford,f-550,8 cylinders,diesel,52065.0
cleveland,39990,2017.0,ford,super duty f-650 straight frame,8 cylinders,diesel,93854.0
cleveland,37990,2016.0,ford,super duty f-650 straight frame,8 cylinders,diesel,74462.0
cleveland,36990,2016.0,ford,super duty f-650 straight frame,8 cylinders,diesel,89735.0
cleveland,26990,2016.0,,Isuzu NPR HD GAS REG,8 cylinders,gas,112209.0
cleveland,13990,2011.0,,Isuzu NRR,6 cylinders,diesel,184269.0
cleveland,29990,2009.0,,International 4300,6 cylinders,diesel,40255.0
cleveland,25990,2014.0,,Isuzu NPR,8 cylinders,gas,96807.0
cleveland,34990,2011.0,,International 4300,6 cylinders,diesel,84317.0
cleveland,34990,2018.0,,Isuzu NPR HD,4 cylinders,diesel,27675.0
cleveland,44990,2015.0,ram,5500,6 cylinders,diesel,80733.0
cleveland,23990,2006.0,ford,f-750,6 cylinders,diesel,38178.0
cleveland,29990,2011.0,ford,super duty f-450 drw,8 cylinders,diesel,137481.0
cleveland,6850,2011.0,hyundai,genesis,6 cylinders,gas,159000.0
cleveland,14,2007.0,,Porshe Cayman,,gas,
cleveland,8955,2013.0,dodge,grand caravan,,gas,107093.0
cleveland,11000,2016.0,hyundai,sonata,,gas,80138.0
cleveland,0,2014.0,ford,explorer,,gas,126891.0
cleveland,15982,2011.0,jeep,wrangler,,gas,105347.0
cleveland,6500,2011.0,chevrolet,traverse,6 cylinders,gas,131000.0
cleveland,15950,2008.0,ford,e-350,10 cylinders,gas,79985.0
cleveland,5500,1954.0,chevrolet,handyman wagon,6 cylinders,gas,35000.0
cleveland,10000,2012.0,ford,f150,,gas,
cleveland,16900,2018.0,honda,accord,4 cylinders,gas,19744.0
cleveland,3500,1995.0,ford,ranger xlt,4 cylinders,gas,168000.0
cleveland,22586,2018.0,jeep,cherokee,4 cylinders,gas,17861.0
cleveland,6990,2007.0,toyota,sequoia sr5 4x4,8 cylinders,gas,192762.0
cleveland,4500,1984.0,chevrolet,corvette,8 cylinders,gas,78000.0
cleveland,7900,2004.0,toyota,tacoma,6 cylinders,gas,189000.0
cleveland,14000,2000.0,ford,f450,8 cylinders,diesel,167600.0
cleveland,14740,2012.0,hyundai,tucson limited edition,4 cylinders,gas,75250.0
cleveland,3000,2010.0,jeep,patriot,6 cylinders,gas,197770.0
cleveland,35000,2011.0,mercedes-benz,sprinter 3500,,diesel,
cleveland,17800,2012.0,chevrolet,express 3500,,gas,
cleveland,1497,2003.0,buick,rendezvous,,gas,188000.0
cleveland,2900,2007.0,honda,accord,6 cylinders,gas,200000.0
cleveland,500,2012.0,honda,civic,,gas,
cleveland,500,2014.0,dodge,challenger,,gas,
cleveland,1277,2007.0,ford,five hundred ltd.,,gas,167000.0
cleveland,500,2012.0,honda,civic,,gas,
cleveland,500,2012.0,honda,civic,,gas,
cleveland,500,2014.0,dodge,charger,4 cylinders,diesel,68499.0
cleveland,500,2014.0,dodge,challenger,,gas,
cleveland,500,2016.0,infiniti,qx60,,gas,
cleveland,4000,1991.0,,Coup deville,8 cylinders,gas,141000.0
cleveland,21000,2007.0,mercedes-benz,benz cls63 amg,,gas,
cleveland,1000,2000.0,chevrolet,s10 pickup,4 cylinders,gas,160000.0
cleveland,7000,2010.0,toyota,prius,4 cylinders,gas,
cleveland,8500,2007.0,cadillac,escalade esv,,gas,
cleveland,14622,2017.0,toyota,corolla,,gas,8291.0
cleveland,1900,2004.0,nissan,sentra,,gas,117000.0
cleveland,4700,2006.0,ford,fusion sel,4 cylinders,gas,113616.0
cleveland,3900,2005.0,toyota,camry le,4 cylinders,gas,155934.0
cleveland,3900,2005.0,toyota,camry le,4 cylinders,gas,165211.0
cleveland,5900,2009.0,gmc,sierra 1500,6 cylinders,gas,110000.0
cleveland,5600,2011.0,chevrolet,silverado 1500,6 cylinders,gas,115500.0
cleveland,9590,2009.0,toyota,yaris sedan 4d,,gas,83460.0
cleveland,13590,2012.0,mini,hardtop cooper s hatchback,,gas,43008.0
cleveland,11990,2011.0,volkswagen,jetta tdi sportwagen,,gas,93098.0
cleveland,9990,2012.0,kia,forte koup ex coupe 2d,,gas,94495.0
cleveland,28990,2014.0,gmc,sierra 1500 double cab sle,8 cylinders,gas,42996.0
cleveland,19990,2015.0,mercedes-benz,cla-class cla 250,,gas,71025.0
cleveland,25990,2017.0,fiat,124 spider abarth,,gas,4256.0
cleveland,17990,2014.0,audi,a4 premium plus sedan 4d,,gas,58295.0
cleveland,10590,2012.0,fiat,500 500c lounge convertible,,gas,48412.0
cleveland,22990,2012.0,porsche,cayenne sport utility 4d,6 cylinders,gas,83375.0
cleveland,15990,2013.0,honda,accord ex-l coupe 2d,6 cylinders,gas,59327.0
cleveland,8900,2011.0,cadillac,dts,,gas,
cleveland,12990,2013.0,volkswagen,jetta sportwagen 2.0l,,diesel,74763.0
cleveland,26990,2016.0,nissan,370z nismo tech coupe 2d,6 cylinders,gas,53576.0
cleveland,23990,2015.0,toyota,sienna se minivan 4d,6 cylinders,gas,42350.0
cleveland,25884,2017.0,ford,explorer,4 cylinders,gas,23938.0
cleveland,5800,2012.0,chevrolet,colorado,6 cylinders,gas,146584.0
cleveland,19900,2008.0,ford,f450,,gas,
cleveland,5495,2010.0,ford,e-350,,other,206263.0
cleveland,5499,2010.0,subaru,forester 2.5x premium awd,4 cylinders,gas,129236.0
cleveland,2999,2003.0,toyota,corolla,4 cylinders,gas,144113.0
cleveland,5499,2011.0,honda,accord lx,4 cylinders,gas,133341.0
cleveland,9900,2008.0,dodge,grand caravan sxt wheelcha,6 cylinders,gas,100000.0
cleveland,750,2019.0,chevrolet,equinox,,gas,
cleveland,20990,2016.0,acura,tlx 3.5 sedan 4d,6 cylinders,gas,44127.0
cleveland,28990,2014.0,lexus,ls 460 sedan 4d,8 cylinders,gas,61811.0
cleveland,32990,2013.0,bmw,6 series 650i xdrive,8 cylinders,gas,26615.0
cleveland,12990,2013.0,mazda,mazda5 grand touring,,gas,71943.0
cleveland,4950,2009.0,kia,sedona lx,6 cylinders,gas,
cleveland,8500,2013.0,ford,f-150,8 cylinders,gas,124631.0
cleveland,6000,2009.0,ram,2500,8 cylinders,diesel,171000.0
cleveland,1200,2004.0,chevrolet,blazer,6 cylinders,gas,
cleveland,17851,2017.0,honda,accord,4 cylinders,gas,68750.0
cleveland,1200,2004.0,mercury,monterey,6 cylinders,gas,
cleveland,36827,2014.0,toyota,fj cruiser,,gas,51379.0
cleveland,799,2011.0,chevrolet,malibu lt,4 cylinders,gas,104523.0
cleveland,2900,2006.0,pontiac,grand prix gt,6 cylinders,gas,123000.0
cleveland,799,2011.0,chevrolet,hhr lt,4 cylinders,gas,62000.0
cleveland,799,2008.0,ford,scape limiited,6 cylinders,gas,101000.0
cleveland,799,2013.0,chevrolet,impala lt,6 cylinders,gas,83500.0
cleveland,799,2010.0,cadillac,sts 4,8 cylinders,gas,89400.0
cleveland,799,2012.0,,SUZUKI SX4,4 cylinders,gas,74450.0
cleveland,799,2007.0,toyota,highlandeer,6 cylinders,gas,119400.0
cleveland,799,2008.0,ford,fusion se,6 cylinders,gas,82700.0
cleveland,3900,2010.0,ford,focus,4 cylinders,gas,78000.0
cleveland,2500,2010.0,mazda,cx-7,4 cylinders,gas,124000.0
cleveland,799,2007.0,toyota,solara convertible,6 cylinders,gas,119400.0
cleveland,24894,2018.0,honda,pilot,6 cylinders,gas,32765.0
cleveland,2000,2012.0,kia,sedona,6 cylinders,gas,135000.0
cleveland,2000,2010.0,dodge,journey,4 cylinders,gas,113000.0
cleveland,2000,2009.0,jeep,grand cherokee,6 cylinders,gas,
cleveland,1000,2003.0,honda,civic,4 cylinders,gas,
cleveland,2500,2005.0,honda,accord,6 cylinders,gas,97000.0
cleveland,2000,2008.0,chevrolet,trailblazer,6 cylinders,gas,
cleveland,799,2007.0,toyota,sienna,6 cylinders,gas,119400.0
cleveland,1995,2006.0,pontiac,g6,,gas,138917.0
cleveland,1950,2008.0,hyundai,accent,4 cylinders,gas,127221.0
cleveland,22995,2018.0,chevrolet,express 2500 cargo,8 cylinders,gas,19300.0
cleveland,20000,2002.0,,Sterling,,diesel,
cleveland,1200,2006.0,pontiac,g6,,gas,178333.0
cleveland,13750,2014.0,honda,civic lx sedan,4 cylinders,gas,45888.0
cleveland,11995,2019.0,honda,civic,4 cylinders,gas,27300.0
cleveland,5495,2013.0,chevrolet,cruze,4 cylinders,gas,66800.0
cleveland,1300,2005.0,hyundai,sonata,6 cylinders,gas,
cleveland,7000,1974.0,volkswagen,super beetle,4 cylinders,gas,53000.0
cleveland,3200,2005.0,kia,optima,,gas,
cleveland,5995,2012.0,mazda,6,4 cylinders,gas,138465.0
cleveland,6995,2012.0,chrysler,town country touring l,6 cylinders,gas,136045.0
cleveland,5400,2002.0,,Saab 9-5 Linear Turbo 2.3t,4 cylinders,gas,89000.0
cleveland,13999,2011.0,toyota,tundra limited,,gas,218489.0
cleveland,9999,2011.0,toyota,sienna xle 8-passenger,,gas,172492.0
cleveland,6999,2012.0,gmc,savana cutaway 3500,,other,227751.0
cleveland,12999,2012.0,ford,f-150 xl,,gas,136610.0
cleveland,12999,2014.0,gmc,sierra 1500,,other,199222.0
cleveland,12999,2014.0,ford,edge limited,,gas,130835.0
cleveland,33999,2015.0,gmc,sierra 2500 slt,,diesel,179467.0
cleveland,10999,2016.0,nissan,altima 2.5,,gas,75082.0
cleveland,4395,2009.0,subaru,legacy 2.5i limited,,gas,155000.0
cleveland,12999,2016.0,chevrolet,traverse lt,,gas,157189.0
cleveland,29499,2014.0,gmc,sierra,8 cylinders,diesel,189951.0
cleveland,13999,2012.0,audi,q5,6 cylinders,gas,85632.0
cleveland,4390,2011.0,chevrolet,cruze,,gas,129000.0
cleveland,3990,2008.0,chrysler,town & country,,gas,126000.0
cleveland,3990,2012.0,ford,escape,,gas,
cleveland,38991,2015.0,ford,f350 super duty crew cab,8 cylinders,diesel,165885.0
cleveland,27600,2019.0,ford,transit t350,,gas,
cleveland,3080,2002.0,ford,expedition,8 cylinders,gas,233299.0
